"VCF0702","VCF0101","VCF0110","VCF0114","VCF0301","VCF0310","VCF0009z","vote","age","education","income","party_id","interest","weight"
2,55,3,4,6,1,0.84694257502475,1,55,"SomeCollege",4,"WeakRep",1,0.84694257502475
2,35,4,2,1,3,0.51498643072642,1,35,"CollegePlus",2,"StrongDem",3,0.51498643072642
2,38,4,1,3,2,0.20692073376235,1,38,"CollegePlus",1,"IndLeanDem",2,0.20692073376235
2,39,4,4,3,3,0.736143668316313,1,39,"CollegePlus",4,"IndLeanDem",3,0.736143668316313
2,39,3,3,7,3,1.31963099420697,1,39,"SomeCollege",3,"StrongRep",3,1.31963099420697
1,60,1,4,1,3,5.06736356684896,0,60,"LessHS",4,"StrongDem",3,5.06736356684896
2,56,3,0,7,2,0.175313508198444,1,56,"SomeCollege",0,"StrongRep",2,0.175313508198444
2,32,4,4,2,3,1.90213385989053,1,32,"CollegePlus",4,"WeakDem",3,1.90213385989053
2,24,3,3,2,2,0.523561412950467,1,24,"SomeCollege",3,"WeakDem",2,0.523561412950467
1,42,3,3,4,1,0.607225321449818,0,42,"SomeCollege",3,"Independent",1,0.607225321449818
2,72,4,4,6,3,1.12078389066959,1,72,"CollegePlus",4,"WeakRep",3,1.12078389066959
2,35,3,3,2,2,0.832981396963751,1,35,"SomeCollege",3,"WeakDem",2,0.832981396963751
2,0,3,0,7,2,0.277384433777583,1,0,"SomeCollege",0,"StrongRep",2,0.277384433777583
2,30,4,1,1,2,0.271839592087129,1,30,"CollegePlus",1,"StrongDem",2,0.271839592087129
2,60,3,4,7,2,1.25333401985961,1,60,"SomeCollege",4,"StrongRep",2,1.25333401985961
2,71,2,3,1,3,0.988428532292608,1,71,"HighSchool",3,"StrongDem",3,0.988428532292608
2,63,3,2,2,3,0.463859852266941,1,63,"SomeCollege",2,"WeakDem",3,0.463859852266941
2,33,4,3,6,2,0.418569793114874,1,33,"CollegePlus",3,"WeakRep",2,0.418569793114874
2,27,3,1,7,3,0.285013030924194,1,27,"SomeCollege",1,"StrongRep",3,0.285013030924194
2,44,4,3,7,1,0.32058360741384,1,44,"CollegePlus",3,"StrongRep",1,0.32058360741384
2,62,4,1,1,3,0.0940279997872524,1,62,"CollegePlus",1,"StrongDem",3,0.0940279997872524
2,80,4,2,7,3,0.714093072211893,1,80,"CollegePlus",2,"StrongRep",3,0.714093072211893
2,63,4,1,3,3,0.147126945167807,1,63,"CollegePlus",1,"IndLeanDem",3,0.147126945167807
2,43,4,3,7,3,0.624129899737656,1,43,"CollegePlus",3,"StrongRep",3,0.624129899737656
2,18,3,4,1,3,3.66020662349479,1,18,"SomeCollege",4,"StrongDem",3,3.66020662349479
2,31,4,3,2,2,0.846949964766858,1,31,"CollegePlus",3,"WeakDem",2,0.846949964766858
1,19,3,1,1,2,1.54839193547274,0,19,"SomeCollege",1,"StrongDem",2,1.54839193547274
2,70,4,1,7,2,0.0346270330896503,1,70,"CollegePlus",1,"StrongRep",2,0.0346270330896503
2,35,4,3,6,1,0.325977328551659,1,35,"CollegePlus",3,"WeakRep",1,0.325977328551659
1,74,4,2,1,2,0.364700617372213,0,74,"CollegePlus",2,"StrongDem",2,0.364700617372213
1,37,2,1,7,2,0.585258958226744,0,37,"HighSchool",1,"StrongRep",2,0.585258958226744
1,37,3,2,2,1,1.00698270988283,0,37,"SomeCollege",2,"WeakDem",1,1.00698270988283
1,57,3,4,4,2,0.774498456682338,0,57,"SomeCollege",4,"Independent",2,0.774498456682338
2,21,3,4,4,2,4.6598695972531,1,21,"SomeCollege",4,"Independent",2,4.6598695972531
2,29,3,2,5,1,0.830340150753988,1,29,"SomeCollege",2,"IndLeanRep",1,0.830340150753988
2,52,4,2,7,3,0.571491842616049,1,52,"CollegePlus",2,"StrongRep",3,0.571491842616049
2,33,4,4,6,2,0.922408726491341,1,33,"CollegePlus",4,"WeakRep",2,0.922408726491341
2,40,4,4,4,1,0.902654538323529,1,40,"CollegePlus",4,"Independent",1,0.902654538323529
2,80,4,3,1,2,0.307900731553471,1,80,"CollegePlus",3,"StrongDem",2,0.307900731553471
2,30,4,4,3,3,1.87181104258047,1,30,"CollegePlus",4,"IndLeanDem",3,1.87181104258047
2,29,2,3,1,2,1.10837708424747,1,29,"HighSchool",3,"StrongDem",2,1.10837708424747
2,40,4,5,6,1,0.520604103515273,1,40,"CollegePlus",5,"WeakRep",1,0.520604103515273
2,74,4,4,1,3,0.706557187495754,1,74,"CollegePlus",4,"StrongDem",3,0.706557187495754
1,25,4,1,2,3,0.324521197434695,0,25,"CollegePlus",1,"WeakDem",3,0.324521197434695
2,64,3,4,7,3,1.07046631477539,1,64,"SomeCollege",4,"StrongRep",3,1.07046631477539
2,50,4,4,2,3,1.34922740219864,1,50,"CollegePlus",4,"WeakDem",3,1.34922740219864
2,48,2,3,2,2,4.85295048754766,1,48,"HighSchool",3,"WeakDem",2,4.85295048754766
1,25,2,1,5,1,0.73905317711065,0,25,"HighSchool",1,"IndLeanRep",1,0.73905317711065
2,80,3,1,4,1,0.0886264182790047,1,80,"SomeCollege",1,"Independent",1,0.0886264182790047
2,72,2,1,7,1,0.300324106613603,1,72,"HighSchool",1,"StrongRep",1,0.300324106613603
2,69,3,0,1,3,0.60854714525384,1,69,"SomeCollege",0,"StrongDem",3,0.60854714525384
2,19,2,1,4,2,0.97072629034128,1,19,"HighSchool",1,"Independent",2,0.97072629034128
2,80,3,2,1,2,1.05100063656762,1,80,"SomeCollege",2,"StrongDem",2,1.05100063656762
2,49,2,4,3,2,6.27059461526191,1,49,"HighSchool",4,"IndLeanDem",2,6.27059461526191
2,54,4,4,7,2,2.52525858280526,1,54,"CollegePlus",4,"StrongRep",2,2.52525858280526
2,46,3,2,2,3,0.74169716912433,1,46,"SomeCollege",2,"WeakDem",3,0.74169716912433
2,80,2,3,1,3,4.47925557597596,1,80,"HighSchool",3,"StrongDem",3,4.47925557597596
2,29,4,4,4,2,2.84640874108765,1,29,"CollegePlus",4,"Independent",2,2.84640874108765
1,27,3,1,4,1,0.199583398605999,0,27,"SomeCollege",1,"Independent",1,0.199583398605999
1,23,2,1,4,1,1.03264698538679,0,23,"HighSchool",1,"Independent",1,1.03264698538679
2,0,4,3,7,3,0.687791800247343,1,0,"CollegePlus",3,"StrongRep",3,0.687791800247343
1,0,4,3,4,1,1.16012189659201,0,0,"CollegePlus",3,"Independent",1,1.16012189659201
2,77,3,3,7,3,0.49456322311981,1,77,"SomeCollege",3,"StrongRep",3,0.49456322311981
2,68,4,1,5,2,0.0825168150210248,1,68,"CollegePlus",1,"IndLeanRep",2,0.0825168150210248
2,77,3,3,5,3,0.831664221451227,1,77,"SomeCollege",3,"IndLeanRep",3,0.831664221451227
2,80,2,3,7,3,1.57331587561561,1,80,"HighSchool",3,"StrongRep",3,1.57331587561561
2,68,3,3,7,3,0.741208858553874,1,68,"SomeCollege",3,"StrongRep",3,0.741208858553874
2,73,4,4,2,1,0.841448856334403,1,73,"CollegePlus",4,"WeakDem",1,0.841448856334403
2,36,4,3,3,3,0.80330138558496,1,36,"CollegePlus",3,"IndLeanDem",3,0.80330138558496
2,26,4,3,5,2,0.488157924725181,1,26,"CollegePlus",3,"IndLeanRep",2,0.488157924725181
2,46,3,4,6,3,0.881573125571579,1,46,"SomeCollege",4,"WeakRep",3,0.881573125571579
1,55,3,3,5,1,0.913605097144729,0,55,"SomeCollege",3,"IndLeanRep",1,0.913605097144729
2,35,3,3,5,2,0.301006650263317,1,35,"SomeCollege",3,"IndLeanRep",2,0.301006650263317
2,41,4,4,3,1,0.749812666491932,1,41,"CollegePlus",4,"IndLeanDem",1,0.749812666491932
2,26,4,2,1,2,0.220267414122452,1,26,"CollegePlus",2,"StrongDem",2,0.220267414122452
2,0,4,5,3,3,0.731091094267101,1,0,"CollegePlus",5,"IndLeanDem",3,0.731091094267101
2,59,3,3,3,3,1.07947845174378,1,59,"SomeCollege",3,"IndLeanDem",3,1.07947845174378
2,58,4,5,4,3,1.41367475543863,1,58,"CollegePlus",5,"Independent",3,1.41367475543863
2,45,4,3,5,3,0.278991252515341,1,45,"CollegePlus",3,"IndLeanRep",3,0.278991252515341
2,0,2,3,1,3,0.461614341778177,1,0,"HighSchool",3,"StrongDem",3,0.461614341778177
2,53,2,3,1,2,2.48989369284759,1,53,"HighSchool",3,"StrongDem",2,2.48989369284759
2,0,4,5,4,3,0.542487085385694,1,0,"CollegePlus",5,"Independent",3,0.542487085385694
2,41,4,4,1,3,1.03003092486561,1,41,"CollegePlus",4,"StrongDem",3,1.03003092486561
2,34,3,2,1,3,0.532207582296249,1,34,"SomeCollege",2,"StrongDem",3,0.532207582296249
2,36,4,5,1,3,2.15422157715974,1,36,"CollegePlus",5,"StrongDem",3,2.15422157715974
2,0,4,4,7,2,0.493070744066587,1,0,"CollegePlus",4,"StrongRep",2,0.493070744066587
2,69,4,3,6,1,0.510114959422792,1,69,"CollegePlus",3,"WeakRep",1,0.510114959422792
2,29,4,3,1,3,1.84997547373027,1,29,"CollegePlus",3,"StrongDem",3,1.84997547373027
2,30,3,4,5,2,2.51501307725451,1,30,"SomeCollege",4,"IndLeanRep",2,2.51501307725451
2,66,4,1,5,1,0.0733427999293345,1,66,"CollegePlus",1,"IndLeanRep",1,0.0733427999293345
2,75,3,3,1,3,0.459058726968257,1,75,"SomeCollege",3,"StrongDem",3,0.459058726968257
2,69,4,3,1,1,1.01702081425431,1,69,"CollegePlus",3,"StrongDem",1,1.01702081425431
2,73,2,2,5,3,1.7698964729465,1,73,"HighSchool",2,"IndLeanRep",3,1.7698964729465
2,52,4,1,1,2,0.54245277788417,1,52,"CollegePlus",1,"StrongDem",2,0.54245277788417
2,32,4,1,6,2,0.313389726923025,1,32,"CollegePlus",1,"WeakRep",2,0.313389726923025
2,76,3,3,7,3,0.528261061196996,1,76,"SomeCollege",3,"StrongRep",3,0.528261061196996
2,55,3,3,7,3,0.450257290016012,1,55,"SomeCollege",3,"StrongRep",3,0.450257290016012
2,28,3,1,7,3,0.367224561056238,1,28,"SomeCollege",1,"StrongRep",3,0.367224561056238
2,49,4,0,1,3,0.842717115719167,1,49,"CollegePlus",0,"StrongDem",3,0.842717115719167
2,52,3,4,7,3,2.04397922748243,1,52,"SomeCollege",4,"StrongRep",3,2.04397922748243
2,68,4,2,6,2,0.30550702451644,1,68,"CollegePlus",2,"WeakRep",2,0.30550702451644
2,19,2,4,6,1,6.93292869912978,1,19,"HighSchool",4,"WeakRep",1,6.93292869912978
1,80,3,2,4,2,0.462581331365775,0,80,"SomeCollege",2,"Independent",2,0.462581331365775
2,51,4,3,1,2,0.760425824627349,1,51,"CollegePlus",3,"StrongDem",2,0.760425824627349
2,77,2,3,7,1,0.788652320813615,1,77,"HighSchool",3,"StrongRep",1,0.788652320813615
2,65,3,1,7,3,0.14069943947255,1,65,"SomeCollege",1,"StrongRep",3,0.14069943947255
2,33,3,1,7,3,0.184231697384737,1,33,"SomeCollege",1,"StrongRep",3,0.184231697384737
2,30,4,4,1,3,1.50057347037318,1,30,"CollegePlus",4,"StrongDem",3,1.50057347037318
2,38,3,3,7,3,0.561648673518019,1,38,"SomeCollege",3,"StrongRep",3,0.561648673518019
2,66,4,2,1,3,0.339635309413651,1,66,"CollegePlus",2,"StrongDem",3,0.339635309413651
2,20,2,5,6,2,6.93292869912978,1,20,"HighSchool",5,"WeakRep",2,6.93292869912978
2,80,2,3,7,3,0.850042405873494,1,80,"HighSchool",3,"StrongRep",3,0.850042405873494
2,72,2,3,7,3,3.5897825388085,1,72,"HighSchool",3,"StrongRep",3,3.5897825388085
2,67,3,4,3,3,0.906539283162359,1,67,"SomeCollege",4,"IndLeanDem",3,0.906539283162359
2,48,4,4,7,3,1.64910897257457,1,48,"CollegePlus",4,"StrongRep",3,1.64910897257457
2,21,3,5,2,1,5.3327029538093,1,21,"SomeCollege",5,"WeakDem",1,5.3327029538093
2,78,1,3,5,2,3.57698707864,1,78,"LessHS",3,"IndLeanRep",2,3.57698707864
2,34,4,1,6,1,0.208102420927724,1,34,"CollegePlus",1,"WeakRep",1,0.208102420927724
2,80,2,2,7,3,0.65359390933535,1,80,"HighSchool",2,"StrongRep",3,0.65359390933535
2,41,3,4,7,1,1.04778904144668,1,41,"SomeCollege",4,"StrongRep",1,1.04778904144668
2,73,3,2,3,3,0.357730553938072,1,73,"SomeCollege",2,"IndLeanDem",3,0.357730553938072
2,38,2,3,6,3,3.76933451156968,1,38,"HighSchool",3,"WeakRep",3,3.76933451156968
2,69,4,3,5,3,0.298031481621913,1,69,"CollegePlus",3,"IndLeanRep",3,0.298031481621913
2,76,3,2,7,3,0.421424061531906,1,76,"SomeCollege",2,"StrongRep",3,0.421424061531906
2,53,4,3,5,1,0.656094607660086,1,53,"CollegePlus",3,"IndLeanRep",1,0.656094607660086
2,49,3,4,7,3,2.35708629123906,1,49,"SomeCollege",4,"StrongRep",3,2.35708629123906
2,40,4,4,3,3,0.970278646611916,1,40,"CollegePlus",4,"IndLeanDem",3,0.970278646611916
2,80,3,1,1,3,0.134190425532854,1,80,"SomeCollege",1,"StrongDem",3,0.134190425532854
2,28,4,2,4,3,0.647147612169296,1,28,"CollegePlus",2,"Independent",3,0.647147612169296
2,57,2,3,7,3,1.75732520127314,1,57,"HighSchool",3,"StrongRep",3,1.75732520127314
2,71,3,1,1,3,0.112408568546071,1,71,"SomeCollege",1,"StrongDem",3,0.112408568546071
2,38,4,3,2,1,0.409468064758315,1,38,"CollegePlus",3,"WeakDem",1,0.409468064758315
2,36,4,3,2,3,0.373080468306745,1,36,"CollegePlus",3,"WeakDem",3,0.373080468306745
2,42,4,4,3,3,0.473370745353999,1,42,"CollegePlus",4,"IndLeanDem",3,0.473370745353999
2,61,4,4,5,1,0.633631000819808,1,61,"CollegePlus",4,"IndLeanRep",1,0.633631000819808
2,53,4,3,1,3,0.381296059347496,1,53,"CollegePlus",3,"StrongDem",3,0.381296059347496
2,0,3,2,4,1,0.607016250251555,1,0,"SomeCollege",2,"Independent",1,0.607016250251555
2,79,3,1,1,3,0.119986714493526,1,79,"SomeCollege",1,"StrongDem",3,0.119986714493526
2,63,4,3,7,2,0.823046073562382,1,63,"CollegePlus",3,"StrongRep",2,0.823046073562382
2,37,4,4,3,2,0.676607558973573,1,37,"CollegePlus",4,"IndLeanDem",2,0.676607558973573
1,63,2,2,2,1,1.59563180451684,0,63,"HighSchool",2,"WeakDem",1,1.59563180451684
2,56,3,4,4,2,3.48357848892264,1,56,"SomeCollege",4,"Independent",2,3.48357848892264
2,56,4,3,6,2,0.366224008119564,1,56,"CollegePlus",3,"WeakRep",2,0.366224008119564
2,77,4,0,1,3,0.330058745656825,1,77,"CollegePlus",0,"StrongDem",3,0.330058745656825
2,26,4,2,7,2,0.55716252342366,1,26,"CollegePlus",2,"StrongRep",2,0.55716252342366
2,80,4,2,7,3,0.75165642362774,1,80,"CollegePlus",2,"StrongRep",3,0.75165642362774
2,33,4,4,4,2,0.512563101022951,1,33,"CollegePlus",4,"Independent",2,0.512563101022951
2,67,4,4,5,3,0.876916487868006,1,67,"CollegePlus",4,"IndLeanRep",3,0.876916487868006
2,61,4,1,1,3,0.261141775063098,1,61,"CollegePlus",1,"StrongDem",3,0.261141775063098
2,48,3,5,3,3,1.46363629331099,1,48,"SomeCollege",5,"IndLeanDem",3,1.46363629331099
2,55,4,4,5,3,0.509002685903539,1,55,"CollegePlus",4,"IndLeanRep",3,0.509002685903539
1,36,1,1,2,2,0.55901841677764,0,36,"LessHS",1,"WeakDem",2,0.55901841677764
1,78,3,3,7,2,0.127539255590142,0,78,"SomeCollege",3,"StrongRep",2,0.127539255590142
2,36,3,3,1,3,2.59769209465836,1,36,"SomeCollege",3,"StrongDem",3,2.59769209465836
2,64,3,3,3,3,0.324180473521401,1,64,"SomeCollege",3,"IndLeanDem",3,0.324180473521401
2,45,4,4,5,2,1.30274199843608,1,45,"CollegePlus",4,"IndLeanRep",2,1.30274199843608
2,38,4,2,2,3,0.600243266451388,1,38,"CollegePlus",2,"WeakDem",3,0.600243266451388
1,24,2,3,2,2,2.24745919332007,0,24,"HighSchool",3,"WeakDem",2,2.24745919332007
2,65,2,2,7,3,2.73982384844306,1,65,"HighSchool",2,"StrongRep",3,2.73982384844306
2,37,3,3,1,1,0.838671751310283,1,37,"SomeCollege",3,"StrongDem",1,0.838671751310283
2,58,3,4,6,1,0.514218430665289,1,58,"SomeCollege",4,"WeakRep",1,0.514218430665289
2,62,2,4,1,2,5.86573351136185,1,62,"HighSchool",4,"StrongDem",2,5.86573351136185
2,44,4,2,1,3,0.624492183819906,1,44,"CollegePlus",2,"StrongDem",3,0.624492183819906
1,54,2,3,5,1,1.20135457468078,0,54,"HighSchool",3,"IndLeanRep",1,1.20135457468078
2,42,3,3,3,3,0.312992198214994,1,42,"SomeCollege",3,"IndLeanDem",3,0.312992198214994
2,37,2,1,4,2,0.126721220353297,1,37,"HighSchool",1,"Independent",2,0.126721220353297
1,0,2,1,2,2,0.963475124892134,0,0,"HighSchool",1,"WeakDem",2,0.963475124892134
2,32,4,4,3,2,1.0848083933564,1,32,"CollegePlus",4,"IndLeanDem",2,1.0848083933564
2,67,3,2,5,3,0.783649991264588,1,67,"SomeCollege",2,"IndLeanRep",3,0.783649991264588
2,19,3,1,1,2,1.46835138782687,1,19,"SomeCollege",1,"StrongDem",2,1.46835138782687
2,33,4,1,3,2,0.399270109344506,1,33,"CollegePlus",1,"IndLeanDem",2,0.399270109344506
2,55,2,5,7,1,3.12859793992097,1,55,"HighSchool",5,"StrongRep",1,3.12859793992097
2,0,2,2,7,1,1.29352818518954,1,0,"HighSchool",2,"StrongRep",1,1.29352818518954
2,27,4,4,7,1,0.500823772515485,1,27,"CollegePlus",4,"StrongRep",1,0.500823772515485
1,38,3,1,3,1,0.161159158336276,0,38,"SomeCollege",1,"IndLeanDem",1,0.161159158336276
1,46,2,3,6,2,1.16078072364905,0,46,"HighSchool",3,"WeakRep",2,1.16078072364905
2,48,3,0,1,1,1.7207877090089,1,48,"SomeCollege",0,"StrongDem",1,1.7207877090089
2,37,3,2,1,3,0.734922113444873,1,37,"SomeCollege",2,"StrongDem",3,0.734922113444873
2,49,3,3,1,3,2.03443348156639,1,49,"SomeCollege",3,"StrongDem",3,2.03443348156639
2,80,3,2,1,3,0.466356516951814,1,80,"SomeCollege",2,"StrongDem",3,0.466356516951814
2,27,4,3,2,1,1.61449474489125,1,27,"CollegePlus",3,"WeakDem",1,1.61449474489125
2,61,2,2,5,3,3.05856264403651,1,61,"HighSchool",2,"IndLeanRep",3,3.05856264403651
2,37,2,1,1,2,0.36711884393257,1,37,"HighSchool",1,"StrongDem",2,0.36711884393257
2,69,2,4,7,3,3.68077581340625,1,69,"HighSchool",4,"StrongRep",3,3.68077581340625
2,19,3,4,5,2,3.20735165012813,1,19,"SomeCollege",4,"IndLeanRep",2,3.20735165012813
2,55,4,4,6,1,0.763504028855309,1,55,"CollegePlus",4,"WeakRep",1,0.763504028855309
2,72,4,3,1,3,0.651576412129291,1,72,"CollegePlus",3,"StrongDem",3,0.651576412129291
2,20,3,2,3,2,0.881196921188841,1,20,"SomeCollege",2,"IndLeanDem",2,0.881196921188841
2,65,2,3,6,2,0.438463264515515,1,65,"HighSchool",3,"WeakRep",2,0.438463264515515
2,69,3,4,2,3,1.01790283067923,1,69,"SomeCollege",4,"WeakDem",3,1.01790283067923
2,79,4,3,1,3,0.222990496413173,1,79,"CollegePlus",3,"StrongDem",3,0.222990496413173
2,27,4,1,2,3,0.292645758823806,1,27,"CollegePlus",1,"WeakDem",3,0.292645758823806
2,53,3,2,1,3,1.9048144588869,1,53,"SomeCollege",2,"StrongDem",3,1.9048144588869
1,35,2,0,7,1,1.23662799009123,0,35,"HighSchool",0,"StrongRep",1,1.23662799009123
2,59,3,1,1,3,0.291316050768215,1,59,"SomeCollege",1,"StrongDem",3,0.291316050768215
2,47,4,3,3,1,0.288759842316486,1,47,"CollegePlus",3,"IndLeanDem",1,0.288759842316486
2,39,4,3,2,1,1.07074912866184,1,39,"CollegePlus",3,"WeakDem",1,1.07074912866184
1,64,4,3,7,2,0.251548177114644,0,64,"CollegePlus",3,"StrongRep",2,0.251548177114644
2,76,3,3,6,3,0.836715677728679,1,76,"SomeCollege",3,"WeakRep",3,0.836715677728679
1,61,2,1,1,3,0.503112527715038,0,61,"HighSchool",1,"StrongDem",3,0.503112527715038
2,70,3,3,7,3,0.565646389528779,1,70,"SomeCollege",3,"StrongRep",3,0.565646389528779
2,67,3,2,4,3,0.396425096963099,1,67,"SomeCollege",2,"Independent",3,0.396425096963099
2,24,4,1,3,1,0.296910163508224,1,24,"CollegePlus",1,"IndLeanDem",1,0.296910163508224
2,34,4,4,7,2,0.753398904240221,1,34,"CollegePlus",4,"StrongRep",2,0.753398904240221
2,43,4,2,3,3,0.285721861031771,1,43,"CollegePlus",2,"IndLeanDem",3,0.285721861031771
2,51,3,1,1,2,0.813579152777806,1,51,"SomeCollege",1,"StrongDem",2,0.813579152777806
2,63,4,1,5,3,0.0657079410588328,1,63,"CollegePlus",1,"IndLeanRep",3,0.0657079410588328
2,75,4,1,4,2,0.147578896273293,1,75,"CollegePlus",1,"Independent",2,0.147578896273293
2,71,3,2,7,2,0.311257007153928,1,71,"SomeCollege",2,"StrongRep",2,0.311257007153928
2,52,4,5,3,2,0.729394865452648,1,52,"CollegePlus",5,"IndLeanDem",2,0.729394865452648
2,68,4,4,3,3,1.0468281087769,1,68,"CollegePlus",4,"IndLeanDem",3,1.0468281087769
2,19,3,3,3,2,3.5944547641343,1,19,"SomeCollege",3,"IndLeanDem",2,3.5944547641343
2,57,4,4,2,3,0.874922451588015,1,57,"CollegePlus",4,"WeakDem",3,0.874922451588015
2,58,4,5,2,3,0.496232330578785,1,58,"CollegePlus",5,"WeakDem",3,0.496232330578785
2,40,2,3,4,2,0.68743038937745,1,40,"HighSchool",3,"Independent",2,0.68743038937745
2,30,2,4,6,1,3.21989074848864,1,30,"HighSchool",4,"WeakRep",1,3.21989074848864
2,59,2,4,6,3,4.39437403155782,1,59,"HighSchool",4,"WeakRep",3,4.39437403155782
2,71,3,2,2,2,0.264567089976589,1,71,"SomeCollege",2,"WeakDem",2,0.264567089976589
2,73,4,3,7,2,0.472103588364172,1,73,"CollegePlus",3,"StrongRep",2,0.472103588364172
2,0,2,2,1,1,0.508761704144323,1,0,"HighSchool",2,"StrongDem",1,0.508761704144323
2,68,3,2,1,3,0.42977531430437,1,68,"SomeCollege",2,"StrongDem",3,0.42977531430437
2,47,3,3,6,1,1.42735976318841,1,47,"SomeCollege",3,"WeakRep",1,1.42735976318841
1,63,3,2,6,2,0.517520111096557,0,63,"SomeCollege",2,"WeakRep",2,0.517520111096557
2,48,3,0,4,2,0.25560518757574,1,48,"SomeCollege",0,"Independent",2,0.25560518757574
1,59,3,3,6,2,0.517340203372552,0,59,"SomeCollege",3,"WeakRep",2,0.517340203372552
1,35,3,0,4,1,0.325828789869888,0,35,"SomeCollege",0,"Independent",1,0.325828789869888
2,73,4,3,1,3,0.66279308271331,1,73,"CollegePlus",3,"StrongDem",3,0.66279308271331
2,56,3,4,5,3,1.90976229574241,1,56,"SomeCollege",4,"IndLeanRep",3,1.90976229574241
2,70,4,0,1,3,0.908061895748012,1,70,"CollegePlus",0,"StrongDem",3,0.908061895748012
2,80,4,3,2,2,0.351596328734402,1,80,"CollegePlus",3,"WeakDem",2,0.351596328734402
1,34,1,1,7,3,1.13422665328203,0,34,"LessHS",1,"StrongRep",3,1.13422665328203
2,72,3,0,6,3,0.200194823207474,1,72,"SomeCollege",0,"WeakRep",3,0.200194823207474
2,59,3,1,1,2,0.733307035335255,1,59,"SomeCollege",1,"StrongDem",2,0.733307035335255
2,61,2,3,1,3,2.6022295706367,1,61,"HighSchool",3,"StrongDem",3,2.6022295706367
2,74,4,1,1,3,0.165319499324719,1,74,"CollegePlus",1,"StrongDem",3,0.165319499324719
2,31,2,1,3,2,0.425729661339202,1,31,"HighSchool",1,"IndLeanDem",2,0.425729661339202
2,56,3,3,1,3,0.598074410431747,1,56,"SomeCollege",3,"StrongDem",3,0.598074410431747
1,32,4,4,6,2,0.62375296223532,0,32,"CollegePlus",4,"WeakRep",2,0.62375296223532
2,65,3,2,1,3,0.562612816434112,1,65,"SomeCollege",2,"StrongDem",3,0.562612816434112
2,59,4,2,7,3,0.307962506934703,1,59,"CollegePlus",2,"StrongRep",3,0.307962506934703
2,77,4,4,3,3,0.357279076262216,1,77,"CollegePlus",4,"IndLeanDem",3,0.357279076262216
2,69,3,1,7,1,0.129014659757195,1,69,"SomeCollege",1,"StrongRep",1,0.129014659757195
2,26,4,2,6,2,0.595172068550566,1,26,"CollegePlus",2,"WeakRep",2,0.595172068550566
2,0,3,4,6,2,1.35944455321492,1,0,"SomeCollege",4,"WeakRep",2,1.35944455321492
2,38,2,1,2,2,1.3066178987602,1,38,"HighSchool",1,"WeakDem",2,1.3066178987602
2,30,4,3,1,3,0.543494679048096,1,30,"CollegePlus",3,"StrongDem",3,0.543494679048096
2,60,4,1,3,3,0.139468513106462,1,60,"CollegePlus",1,"IndLeanDem",3,0.139468513106462
2,36,2,1,2,2,0.453830391687726,1,36,"HighSchool",1,"WeakDem",2,0.453830391687726
2,68,3,1,6,3,0.118986367454259,1,68,"SomeCollege",1,"WeakRep",3,0.118986367454259
2,26,4,3,5,3,1.30059902352302,1,26,"CollegePlus",3,"IndLeanRep",3,1.30059902352302
2,80,4,4,7,3,0.976730096853993,1,80,"CollegePlus",4,"StrongRep",3,0.976730096853993
2,32,4,4,1,3,1.02474668519032,1,32,"CollegePlus",4,"StrongDem",3,1.02474668519032
1,0,1,5,2,3,6.1708958497053,0,0,"LessHS",5,"WeakDem",3,6.1708958497053
2,31,4,1,2,3,0.160017837335516,1,31,"CollegePlus",1,"WeakDem",3,0.160017837335516
2,26,2,5,1,1,6.35414116436647,1,26,"HighSchool",5,"StrongDem",1,6.35414116436647
1,20,2,1,1,1,1.25189531271009,0,20,"HighSchool",1,"StrongDem",1,1.25189531271009
2,72,3,5,7,3,1.19944193000157,1,72,"SomeCollege",5,"StrongRep",3,1.19944193000157
2,65,4,3,7,3,0.829805294680782,1,65,"CollegePlus",3,"StrongRep",3,0.829805294680782
2,47,3,3,5,1,0.340407860362378,1,47,"SomeCollege",3,"IndLeanRep",1,0.340407860362378
1,18,2,1,1,1,0.865018091200793,0,18,"HighSchool",1,"StrongDem",1,0.865018091200793
2,27,1,1,3,2,0.751656713035318,1,27,"LessHS",1,"IndLeanDem",2,0.751656713035318
2,48,3,3,7,2,0.509603465559632,1,48,"SomeCollege",3,"StrongRep",2,0.509603465559632
2,69,3,3,7,3,0.408343453623584,1,69,"SomeCollege",3,"StrongRep",3,0.408343453623584
2,52,2,1,3,2,0.205785829344291,1,52,"HighSchool",1,"IndLeanDem",2,0.205785829344291
2,58,4,2,6,3,1.12786356022578,1,58,"CollegePlus",2,"WeakRep",3,1.12786356022578
2,55,3,4,5,3,1.07506656201148,1,55,"SomeCollege",4,"IndLeanRep",3,1.07506656201148
2,80,2,2,2,3,0.825757856572235,1,80,"HighSchool",2,"WeakDem",3,0.825757856572235
2,46,4,4,2,2,0.562132763119354,1,46,"CollegePlus",4,"WeakDem",2,0.562132763119354
2,77,4,2,7,2,0.665858683673986,1,77,"CollegePlus",2,"StrongRep",2,0.665858683673986
2,0,4,3,3,3,1.05158156039378,1,0,"CollegePlus",3,"IndLeanDem",3,1.05158156039378
2,56,2,1,7,2,0.511246052133172,1,56,"HighSchool",1,"StrongRep",2,0.511246052133172
2,42,4,3,2,3,0.749283201869384,1,42,"CollegePlus",3,"WeakDem",3,0.749283201869384
