"VCF0702","VCF0101","VCF0110","VCF0114","VCF0301","VCF0310","VCF0009z","vote","age","education","income","party_id","interest","weight"
2,51,4,4,2,3,1,1,51,"CollegePlus",4,"WeakDem",3,1
2,50,2,2,6,2,1,1,50,"HighSchool",2,"WeakRep",2,1
2,55,2,4,7,2,1,1,55,"HighSchool",4,"StrongRep",2,1
2,78,1,2,7,3,1,1,78,"LessHS",2,"StrongRep",3,1
2,55,1,3,4,1,1,1,55,"LessHS",3,"Independent",1,1
2,62,2,2,1,1,1,1,62,"HighSchool",2,"StrongDem",1,1
1,44,1,2,6,1,1,0,44,"LessHS",2,"WeakRep",1,1
2,51,1,1,1,3,1,1,51,"LessHS",1,"StrongDem",3,1
2,27,2,3,2,2,1,1,27,"HighSchool",3,"WeakDem",2,1
2,47,2,4,6,3,1,1,47,"HighSchool",4,"WeakRep",3,1
2,64,1,2,1,3,1,1,64,"LessHS",2,"StrongDem",3,1
2,37,2,4,2,2,1,1,37,"HighSchool",4,"WeakDem",2,1
1,57,1,1,1,1,1,0,57,"LessHS",1,"StrongDem",1,1
2,42,2,4,4,3,1,1,42,"HighSchool",4,"Independent",3,1
2,51,2,4,1,1,1,1,51,"HighSchool",4,"StrongDem",1,1
2,48,1,4,1,2,1,1,48,"LessHS",4,"StrongDem",2,1
1,24,2,4,3,3,1,0,24,"HighSchool",4,"IndLeanDem",3,1
2,33,2,3,2,1,1,1,33,"HighSchool",3,"WeakDem",1,1
2,62,1,3,7,3,1,1,62,"LessHS",3,"StrongRep",3,1
2,33,3,4,5,3,1,1,33,"SomeCollege",4,"IndLeanRep",3,1
2,61,2,5,4,3,1,1,61,"HighSchool",5,"Independent",3,1
2,49,2,0,1,3,1,1,49,"HighSchool",0,"StrongDem",3,1
2,59,2,4,3,3,1,1,59,"HighSchool",4,"IndLeanDem",3,1
2,60,1,1,7,3,1,1,60,"LessHS",1,"StrongRep",3,1
2,68,2,3,6,3,1,1,68,"HighSchool",3,"WeakRep",3,1
2,25,2,4,2,2,1,1,25,"HighSchool",4,"WeakDem",2,1
2,61,1,2,2,2,1,1,61,"LessHS",2,"WeakDem",2,1
2,28,2,4,7,3,1,1,28,"HighSchool",4,"StrongRep",3,1
1,27,1,3,3,3,1,0,27,"LessHS",3,"IndLeanDem",3,1
2,58,2,4,3,2,1,1,58,"HighSchool",4,"IndLeanDem",2,1
2,73,1,1,7,2,1,1,73,"LessHS",1,"StrongRep",2,1
2,54,1,4,1,1,1,1,54,"LessHS",4,"StrongDem",1,1
2,43,2,2,6,2,1,1,43,"HighSchool",2,"WeakRep",2,1
1,31,2,4,2,2,1,0,31,"HighSchool",4,"WeakDem",2,1
2,46,3,5,6,3,1,1,46,"SomeCollege",5,"WeakRep",3,1
2,30,4,4,3,1,1,1,30,"CollegePlus",4,"IndLeanDem",1,1
2,40,4,3,7,3,1,1,40,"CollegePlus",3,"StrongRep",3,1
2,47,1,4,4,1,1,1,47,"LessHS",4,"Independent",1,1
2,33,2,4,2,2,1,1,33,"HighSchool",4,"WeakDem",2,1
1,22,1,1,2,1,1,0,22,"LessHS",1,"WeakDem",1,1
2,45,2,2,6,1,1,1,45,"HighSchool",2,"WeakRep",1,1
1,59,1,3,2,1,1,0,59,"LessHS",3,"WeakDem",1,1
1,26,2,4,6,2,1,0,26,"HighSchool",4,"WeakRep",2,1
2,35,2,4,2,1,1,1,35,"HighSchool",4,"WeakDem",1,1
2,74,4,3,6,1,1,1,74,"CollegePlus",3,"WeakRep",1,1
2,34,1,3,3,2,1,1,34,"LessHS",3,"IndLeanDem",2,1
1,46,1,1,7,2,1,0,46,"LessHS",1,"StrongRep",2,1
1,42,2,1,2,1,1,0,42,"HighSchool",1,"WeakDem",1,1
1,30,2,4,1,2,1,0,30,"HighSchool",4,"StrongDem",2,1
2,47,2,4,3,3,1,1,47,"HighSchool",4,"IndLeanDem",3,1
2,25,1,3,6,2,1,1,25,"LessHS",3,"WeakRep",2,1
2,35,3,5,1,3,1,1,35,"SomeCollege",5,"StrongDem",3,1
2,41,2,5,6,1,1,1,41,"HighSchool",5,"WeakRep",1,1
1,60,1,1,1,1,1,0,60,"LessHS",1,"StrongDem",1,1
2,27,2,4,1,1,1,1,27,"HighSchool",4,"StrongDem",1,1
2,36,1,4,1,2,1,1,36,"LessHS",4,"StrongDem",2,1
2,57,2,4,4,2,1,1,57,"HighSchool",4,"Independent",2,1
2,47,1,1,3,1,1,1,47,"LessHS",1,"IndLeanDem",1,1
1,49,2,1,7,3,1,0,49,"HighSchool",1,"StrongRep",3,1
1,32,3,4,6,2,1,0,32,"SomeCollege",4,"WeakRep",2,1
2,45,1,4,4,1,1,1,45,"LessHS",4,"Independent",1,1
2,58,1,2,1,1,1,1,58,"LessHS",2,"StrongDem",1,1
2,57,1,1,1,3,1,1,57,"LessHS",1,"StrongDem",3,1
2,27,2,1,2,3,1,1,27,"HighSchool",1,"WeakDem",3,1
2,60,1,2,7,3,1,1,60,"LessHS",2,"StrongRep",3,1
2,56,1,3,2,2,1,1,56,"LessHS",3,"WeakDem",2,1
1,31,1,3,6,2,1,0,31,"LessHS",3,"WeakRep",2,1
2,37,2,3,1,2,1,1,37,"HighSchool",3,"StrongDem",2,1
2,55,1,2,1,2,1,1,55,"LessHS",2,"StrongDem",2,1
2,49,2,4,3,2,1,1,49,"HighSchool",4,"IndLeanDem",2,1
1,57,2,4,1,2,1,0,57,"HighSchool",4,"StrongDem",2,1
2,54,1,4,2,1,1,1,54,"LessHS",4,"WeakDem",1,1
2,37,4,4,7,3,1,1,37,"CollegePlus",4,"StrongRep",3,1
2,23,3,4,1,3,1,1,23,"SomeCollege",4,"StrongDem",3,1
1,21,1,1,2,1,1,0,21,"LessHS",1,"WeakDem",1,1
2,60,1,2,4,3,1,1,60,"LessHS",2,"Independent",3,1
2,62,1,1,1,3,1,1,62,"LessHS",1,"StrongDem",3,1
2,63,1,3,6,1,1,1,63,"LessHS",3,"WeakRep",1,1
2,30,3,4,4,3,1,1,30,"SomeCollege",4,"Independent",3,1
2,61,1,3,2,2,1,1,61,"LessHS",3,"WeakDem",2,1
2,58,2,3,1,2,1,1,58,"HighSchool",3,"StrongDem",2,1
1,43,2,3,1,3,1,0,43,"HighSchool",3,"StrongDem",3,1
2,41,2,4,2,2,1,1,41,"HighSchool",4,"WeakDem",2,1
2,43,1,1,2,2,1,1,43,"LessHS",1,"WeakDem",2,1
1,71,1,2,5,2,1,0,71,"LessHS",2,"IndLeanRep",2,1
2,47,4,4,5,3,1,1,47,"CollegePlus",4,"IndLeanRep",3,1
2,45,1,3,3,1,1,1,45,"LessHS",3,"IndLeanDem",1,1
1,23,1,2,1,1,1,0,23,"LessHS",2,"StrongDem",1,1
1,36,2,1,2,3,1,0,36,"HighSchool",1,"WeakDem",3,1
2,65,1,3,1,2,1,1,65,"LessHS",3,"StrongDem",2,1
1,34,1,0,5,2,1,0,34,"LessHS",0,"IndLeanRep",2,1
2,35,2,4,3,2,1,1,35,"HighSchool",4,"IndLeanDem",2,1
2,33,2,4,1,3,1,1,33,"HighSchool",4,"StrongDem",3,1
1,83,1,1,4,1,1,0,83,"LessHS",1,"Independent",1,1
2,35,1,2,5,3,1,1,35,"LessHS",2,"IndLeanRep",3,1
2,0,3,2,4,3,1,1,0,"SomeCollege",2,"Independent",3,1
2,39,1,3,6,3,1,1,39,"LessHS",3,"WeakRep",3,1
2,21,3,3,7,3,1,1,21,"SomeCollege",3,"StrongRep",3,1
2,43,2,4,2,3,1,1,43,"HighSchool",4,"WeakDem",3,1
1,22,2,3,2,3,1,0,22,"HighSchool",3,"WeakDem",3,1
1,22,1,2,3,1,1,0,22,"LessHS",2,"IndLeanDem",1,1
2,27,3,4,1,3,1,1,27,"SomeCollege",4,"StrongDem",3,1
2,41,2,3,2,2,1,1,41,"HighSchool",3,"WeakDem",2,1
2,42,3,4,1,3,1,1,42,"SomeCollege",4,"StrongDem",3,1
1,36,4,4,6,2,1,0,36,"CollegePlus",4,"WeakRep",2,1
2,61,1,3,2,2,1,1,61,"LessHS",3,"WeakDem",2,1
2,22,2,4,1,3,1,1,22,"HighSchool",4,"StrongDem",3,1
1,0,2,4,2,1,1,0,0,"HighSchool",4,"WeakDem",1,1
1,36,4,4,3,3,1,0,36,"CollegePlus",4,"IndLeanDem",3,1
2,37,2,4,5,3,1,1,37,"HighSchool",4,"IndLeanRep",3,1
2,38,2,4,3,3,1,1,38,"HighSchool",4,"IndLeanDem",3,1
1,46,1,1,7,2,1,0,46,"LessHS",1,"StrongRep",2,1
1,41,2,4,3,2,1,0,41,"HighSchool",4,"IndLeanDem",2,1
2,69,1,4,6,0,1,1,69,"LessHS",4,"WeakRep",0,1
2,35,2,4,2,2,1,1,35,"HighSchool",4,"WeakDem",2,1
2,52,1,2,1,3,1,1,52,"LessHS",2,"StrongDem",3,1
2,43,4,5,1,2,1,1,43,"CollegePlus",5,"StrongDem",2,1
2,60,1,2,7,3,1,1,60,"LessHS",2,"StrongRep",3,1
2,40,1,4,1,2,1,1,40,"LessHS",4,"StrongDem",2,1
2,38,2,4,7,3,1,1,38,"HighSchool",4,"StrongRep",3,1
2,37,2,4,2,2,1,1,37,"HighSchool",4,"WeakDem",2,1
2,49,2,3,6,3,1,1,49,"HighSchool",3,"WeakRep",3,1
2,64,1,1,1,3,1,1,64,"LessHS",1,"StrongDem",3,1
2,36,1,2,1,2,1,1,36,"LessHS",2,"StrongDem",2,1
2,34,1,3,1,0,1,1,34,"LessHS",3,"StrongDem",0,1
2,60,1,2,1,3,1,1,60,"LessHS",2,"StrongDem",3,1
2,38,2,4,2,2,1,1,38,"HighSchool",4,"WeakDem",2,1
2,33,1,2,1,2,1,1,33,"LessHS",2,"StrongDem",2,1
1,36,2,3,2,2,1,0,36,"HighSchool",3,"WeakDem",2,1
2,56,1,4,3,1,1,1,56,"LessHS",4,"IndLeanDem",1,1
1,45,1,3,2,1,1,0,45,"LessHS",3,"WeakDem",1,1
2,24,3,2,5,3,1,1,24,"SomeCollege",2,"IndLeanRep",3,1
2,39,1,4,1,1,1,1,39,"LessHS",4,"StrongDem",1,1
1,79,1,3,6,2,1,0,79,"LessHS",3,"WeakRep",2,1
2,56,2,4,7,3,1,1,56,"HighSchool",4,"StrongRep",3,1
2,59,2,4,7,3,1,1,59,"HighSchool",4,"StrongRep",3,1
2,30,2,3,2,3,1,1,30,"HighSchool",3,"WeakDem",3,1
1,28,2,4,6,1,1,0,28,"HighSchool",4,"WeakRep",1,1
1,37,1,3,3,0,1,0,37,"LessHS",3,"IndLeanDem",0,1
1,34,3,4,5,2,1,0,34,"SomeCollege",4,"IndLeanRep",2,1
2,53,1,3,1,3,1,1,53,"LessHS",3,"StrongDem",3,1
1,48,1,3,1,3,1,0,48,"LessHS",3,"StrongDem",3,1
2,55,2,4,6,3,1,1,55,"HighSchool",4,"WeakRep",3,1
1,72,1,1,1,3,1,0,72,"LessHS",1,"StrongDem",3,1
1,27,2,4,3,2,1,0,27,"HighSchool",4,"IndLeanDem",2,1
2,48,1,4,4,1,1,1,48,"LessHS",4,"Independent",1,1
1,59,1,4,7,2,1,0,59,"LessHS",4,"StrongRep",2,1
2,55,2,4,7,2,1,1,55,"HighSchool",4,"StrongRep",2,1
1,33,1,3,2,1,1,0,33,"LessHS",3,"WeakDem",1,1
2,62,1,2,6,1,1,1,62,"LessHS",2,"WeakRep",1,1
2,54,1,4,2,1,1,1,54,"LessHS",4,"WeakDem",1,1
2,45,2,3,7,3,1,1,45,"HighSchool",3,"StrongRep",3,1
2,32,2,4,1,3,1,1,32,"HighSchool",4,"StrongDem",3,1
2,0,2,2,7,3,1,1,0,"HighSchool",2,"StrongRep",3,1
2,35,1,4,5,3,1,1,35,"LessHS",4,"IndLeanRep",3,1
2,41,1,3,5,2,1,1,41,"LessHS",3,"IndLeanRep",2,1
2,37,1,3,2,3,1,1,37,"LessHS",3,"WeakDem",3,1
2,45,1,0,1,1,1,1,45,"LessHS",0,"StrongDem",1,1
1,65,1,3,1,3,1,0,65,"LessHS",3,"StrongDem",3,1
2,78,2,1,3,1,1,1,78,"HighSchool",1,"IndLeanDem",1,1
2,44,2,5,2,3,1,1,44,"HighSchool",5,"WeakDem",3,1
2,37,1,4,2,1,1,1,37,"LessHS",4,"WeakDem",1,1
2,35,1,4,2,3,1,1,35,"LessHS",4,"WeakDem",3,1
2,56,4,4,6,3,1,1,56,"CollegePlus",4,"WeakRep",3,1
2,62,1,2,3,3,1,1,62,"LessHS",2,"IndLeanDem",3,1
2,24,2,3,1,3,1,1,24,"HighSchool",3,"StrongDem",3,1
2,28,2,3,3,3,1,1,28,"HighSchool",3,"IndLeanDem",3,1
2,69,2,5,7,3,1,1,69,"HighSchool",5,"StrongRep",3,1
2,50,1,3,1,1,1,1,50,"LessHS",3,"StrongDem",1,1
2,30,2,4,3,3,1,1,30,"HighSchool",4,"IndLeanDem",3,1
2,28,2,4,6,2,1,1,28,"HighSchool",4,"WeakRep",2,1
2,28,2,1,2,2,1,1,28,"HighSchool",1,"WeakDem",2,1
2,62,1,1,1,1,1,1,62,"LessHS",1,"StrongDem",1,1
2,23,4,4,2,2,1,1,23,"CollegePlus",4,"WeakDem",2,1
1,33,1,1,1,2,1,0,33,"LessHS",1,"StrongDem",2,1
2,57,1,2,1,1,1,1,57,"LessHS",2,"StrongDem",1,1
2,49,1,1,6,3,1,1,49,"LessHS",1,"WeakRep",3,1
2,59,2,4,7,2,1,1,59,"HighSchool",4,"StrongRep",2,1
2,57,1,4,2,1,1,1,57,"LessHS",4,"WeakDem",1,1
2,40,2,2,2,2,1,1,40,"HighSchool",2,"WeakDem",2,1
2,26,2,3,5,2,1,1,26,"HighSchool",3,"IndLeanRep",2,1
2,35,2,3,6,2,1,1,35,"HighSchool",3,"WeakRep",2,1
2,35,2,3,2,2,1,1,35,"HighSchool",3,"WeakDem",2,1
2,50,2,4,6,3,1,1,50,"HighSchool",4,"WeakRep",3,1
1,21,1,1,2,3,1,0,21,"LessHS",1,"WeakDem",3,1
1,38,1,4,1,2,1,0,38,"LessHS",4,"StrongDem",2,1
2,68,2,2,7,3,1,1,68,"HighSchool",2,"StrongRep",3,1
2,40,3,4,5,3,1,1,40,"SomeCollege",4,"IndLeanRep",3,1
2,31,2,3,1,2,1,1,31,"HighSchool",3,"StrongDem",2,1
2,27,2,3,7,2,1,1,27,"HighSchool",3,"StrongRep",2,1
2,38,2,4,1,2,1,1,38,"HighSchool",4,"StrongDem",2,1
2,52,2,4,2,2,1,1,52,"HighSchool",4,"WeakDem",2,1
1,44,2,4,2,1,1,0,44,"HighSchool",4,"WeakDem",1,1
2,24,2,4,6,2,1,1,24,"HighSchool",4,"WeakRep",2,1
1,22,2,3,3,3,1,0,22,"HighSchool",3,"IndLeanDem",3,1
2,26,1,4,1,1,1,1,26,"LessHS",4,"StrongDem",1,1
2,47,2,4,3,3,1,1,47,"HighSchool",4,"IndLeanDem",3,1
2,37,1,4,1,3,1,1,37,"LessHS",4,"StrongDem",3,1
2,24,3,4,6,2,1,1,24,"SomeCollege",4,"WeakRep",2,1
1,35,1,4,1,2,1,0,35,"LessHS",4,"StrongDem",2,1
2,38,2,4,7,3,1,1,38,"HighSchool",4,"StrongRep",3,1
1,40,1,4,2,1,1,0,40,"LessHS",4,"WeakDem",1,1
1,23,2,1,3,1,1,0,23,"HighSchool",1,"IndLeanDem",1,1
2,37,2,4,2,1,1,1,37,"HighSchool",4,"WeakDem",1,1
2,51,2,4,1,3,1,1,51,"HighSchool",4,"StrongDem",3,1
2,62,1,0,3,1,1,1,62,"LessHS",0,"IndLeanDem",1,1
2,66,1,2,2,1,1,1,66,"LessHS",2,"WeakDem",1,1
2,43,2,4,2,3,1,1,43,"HighSchool",4,"WeakDem",3,1
2,33,3,5,2,3,1,1,33,"SomeCollege",5,"WeakDem",3,1
1,44,2,3,1,2,1,0,44,"HighSchool",3,"StrongDem",2,1
2,32,2,4,6,3,1,1,32,"HighSchool",4,"WeakRep",3,1
2,77,1,0,5,1,1,1,77,"LessHS",0,"IndLeanRep",1,1
2,62,2,2,1,3,1,1,62,"HighSchool",2,"StrongDem",3,1
2,36,2,3,3,2,1,1,36,"HighSchool",3,"IndLeanDem",2,1
1,26,2,4,5,1,1,0,26,"HighSchool",4,"IndLeanRep",1,1
2,33,3,4,5,1,1,1,33,"SomeCollege",4,"IndLeanRep",1,1
1,48,1,4,6,1,1,0,48,"LessHS",4,"WeakRep",1,1
1,72,1,1,2,1,1,0,72,"LessHS",1,"WeakDem",1,1
2,38,2,4,2,0,1,1,38,"HighSchool",4,"WeakDem",0,1
2,42,3,5,5,3,1,1,42,"SomeCollege",5,"IndLeanRep",3,1
2,42,2,4,3,2,1,1,42,"HighSchool",4,"IndLeanDem",2,1
2,60,2,4,7,2,1,1,60,"HighSchool",4,"StrongRep",2,1
2,34,2,3,2,3,1,1,34,"HighSchool",3,"WeakDem",3,1
2,60,1,4,4,1,1,1,60,"LessHS",4,"Independent",1,1
2,57,1,1,4,1,1,1,57,"LessHS",1,"Independent",1,1
2,48,2,4,3,2,1,1,48,"HighSchool",4,"IndLeanDem",2,1
2,46,2,2,1,2,1,1,46,"HighSchool",2,"StrongDem",2,1
2,31,2,3,1,3,1,1,31,"HighSchool",3,"StrongDem",3,1
2,67,2,3,6,1,1,1,67,"HighSchool",3,"WeakRep",1,1
2,79,2,1,7,3,1,1,79,"HighSchool",1,"StrongRep",3,1
1,22,2,4,1,2,1,0,22,"HighSchool",4,"StrongDem",2,1
1,28,2,2,2,1,1,0,28,"HighSchool",2,"WeakDem",1,1
2,43,2,1,3,2,1,1,43,"HighSchool",1,"IndLeanDem",2,1
2,41,2,5,7,2,1,1,41,"HighSchool",5,"StrongRep",2,1
2,45,3,4,7,3,1,1,45,"SomeCollege",4,"StrongRep",3,1
2,58,2,3,7,3,1,1,58,"HighSchool",3,"StrongRep",3,1
1,0,1,0,2,1,1,0,0,"LessHS",0,"WeakDem",1,1
1,50,2,1,1,3,1,0,50,"HighSchool",1,"StrongDem",3,1
2,62,1,2,1,2,1,1,62,"LessHS",2,"StrongDem",2,1
2,57,4,2,2,2,1,1,57,"CollegePlus",2,"WeakDem",2,1
1,41,1,1,1,2,1,0,41,"LessHS",1,"StrongDem",2,1
2,33,2,4,6,2,1,1,33,"HighSchool",4,"WeakRep",2,1
2,87,1,1,1,3,1,1,87,"LessHS",1,"StrongDem",3,1
2,44,2,5,7,3,1,1,44,"HighSchool",5,"StrongRep",3,1
1,64,1,2,3,1,1,0,64,"LessHS",2,"IndLeanDem",1,1
2,44,3,4,2,3,1,1,44,"SomeCollege",4,"WeakDem",3,1
1,24,2,2,2,2,1,0,24,"HighSchool",2,"WeakDem",2,1
2,39,2,4,2,2,1,1,39,"HighSchool",4,"WeakDem",2,1
1,22,2,3,4,1,1,0,22,"HighSchool",3,"Independent",1,1
2,30,4,4,6,3,1,1,30,"CollegePlus",4,"WeakRep",3,1
2,29,2,3,1,2,1,1,29,"HighSchool",3,"StrongDem",2,1
2,43,2,4,3,3,1,1,43,"HighSchool",4,"IndLeanDem",3,1
2,32,2,4,1,3,1,1,32,"HighSchool",4,"StrongDem",3,1
2,36,2,4,6,2,1,1,36,"HighSchool",4,"WeakRep",2,1
2,22,2,3,4,2,1,1,22,"HighSchool",3,"Independent",2,1
2,47,2,4,5,3,1,1,47,"HighSchool",4,"IndLeanRep",3,1
1,48,1,1,6,2,1,0,48,"LessHS",1,"WeakRep",2,1
2,64,1,3,2,3,1,1,64,"LessHS",3,"WeakDem",3,1
2,32,2,4,1,2,1,1,32,"HighSchool",4,"StrongDem",2,1
1,32,1,3,2,2,1,0,32,"LessHS",3,"WeakDem",2,1
2,50,2,4,7,3,1,1,50,"HighSchool",4,"StrongRep",3,1
2,56,1,4,1,3,1,1,56,"LessHS",4,"StrongDem",3,1
2,48,2,4,6,3,1,1,48,"HighSchool",4,"WeakRep",3,1
2,35,2,4,6,2,1,1,35,"HighSchool",4,"WeakRep",2,1
2,55,2,1,6,3,1,1,55,"HighSchool",1,"WeakRep",3,1
2,26,4,1,7,3,1,1,26,"CollegePlus",1,"StrongRep",3,1
2,51,1,3,2,3,1,1,51,"LessHS",3,"WeakDem",3,1
1,21,2,4,6,2,1,0,21,"HighSchool",4,"WeakRep",2,1
2,26,4,2,1,3,1,1,26,"CollegePlus",2,"StrongDem",3,1
2,35,2,3,7,3,1,1,35,"HighSchool",3,"StrongRep",3,1
2,40,2,4,6,2,1,1,40,"HighSchool",4,"WeakRep",2,1
1,40,1,1,5,1,1,0,40,"LessHS",1,"IndLeanRep",1,1
2,34,2,4,2,1,1,1,34,"HighSchool",4,"WeakDem",1,1
2,35,2,3,7,3,1,1,35,"HighSchool",3,"StrongRep",3,1
2,52,2,4,1,2,1,1,52,"HighSchool",4,"StrongDem",2,1
2,31,2,3,1,3,1,1,31,"HighSchool",3,"StrongDem",3,1
2,26,2,3,6,3,1,1,26,"HighSchool",3,"WeakRep",3,1
2,43,2,2,2,2,1,1,43,"HighSchool",2,"WeakDem",2,1
1,27,1,1,1,1,1,0,27,"LessHS",1,"StrongDem",1,1
2,31,4,2,7,2,1,1,31,"CollegePlus",2,"StrongRep",2,1
1,26,1,3,2,1,1,0,26,"LessHS",3,"WeakDem",1,1
1,56,1,2,3,1,1,0,56,"LessHS",2,"IndLeanDem",1,1
1,50,1,0,2,2,1,0,50,"LessHS",0,"WeakDem",2,1
2,33,2,4,2,2,1,1,33,"HighSchool",4,"WeakDem",2,1
2,70,1,1,2,2,1,1,70,"LessHS",1,"WeakDem",2,1
2,60,1,2,6,3,1,1,60,"LessHS",2,"WeakRep",3,1
2,40,1,2,1,1,1,1,40,"LessHS",2,"StrongDem",1,1
2,30,2,2,1,3,1,1,30,"HighSchool",2,"StrongDem",3,1
1,0,2,3,1,3,1,0,0,"HighSchool",3,"StrongDem",3,1
2,39,2,4,1,3,1,1,39,"HighSchool",4,"StrongDem",3,1
2,28,2,3,3,2,1,1,28,"HighSchool",3,"IndLeanDem",2,1
2,0,3,3,7,3,1,1,0,"SomeCollege",3,"StrongRep",3,1
1,31,2,4,6,3,1,0,31,"HighSchool",4,"WeakRep",3,1
2,62,2,2,7,2,1,1,62,"HighSchool",2,"StrongRep",2,1
1,31,1,3,2,1,1,0,31,"LessHS",3,"WeakDem",1,1
2,38,2,4,7,3,1,1,38,"HighSchool",4,"StrongRep",3,1
1,68,1,2,6,1,1,0,68,"LessHS",2,"WeakRep",1,1
2,29,2,4,2,2,1,1,29,"HighSchool",4,"WeakDem",2,1
1,35,1,2,2,1,1,0,35,"LessHS",2,"WeakDem",1,1
1,33,1,1,6,2,1,0,33,"LessHS",1,"WeakRep",2,1
2,55,3,4,7,2,1,1,55,"SomeCollege",4,"StrongRep",2,1
1,54,2,2,4,1,1,0,54,"HighSchool",2,"Independent",1,1
2,46,1,4,3,2,1,1,46,"LessHS",4,"IndLeanDem",2,1
1,55,1,1,6,1,1,0,55,"LessHS",1,"WeakRep",1,1
2,34,2,4,1,2,1,1,34,"HighSchool",4,"StrongDem",2,1
2,36,3,4,1,3,1,1,36,"SomeCollege",4,"StrongDem",3,1
2,34,1,1,7,1,1,1,34,"LessHS",1,"StrongRep",1,1
2,38,3,4,2,3,1,1,38,"SomeCollege",4,"WeakDem",3,1
2,48,1,2,1,1,1,1,48,"LessHS",2,"StrongDem",1,1
2,34,2,4,2,3,1,1,34,"HighSchool",4,"WeakDem",3,1
1,35,1,1,1,1,1,0,35,"LessHS",1,"StrongDem",1,1
1,24,1,1,1,3,1,0,24,"LessHS",1,"StrongDem",3,1
2,22,2,1,2,2,1,1,22,"HighSchool",1,"WeakDem",2,1
2,52,2,1,4,1,1,1,52,"HighSchool",1,"Independent",1,1
1,45,2,4,2,2,1,0,45,"HighSchool",4,"WeakDem",2,1
2,41,1,1,1,3,1,1,41,"LessHS",1,"StrongDem",3,1
2,45,4,4,1,3,1,1,45,"CollegePlus",4,"StrongDem",3,1
2,44,3,4,6,3,1,1,44,"SomeCollege",4,"WeakRep",3,1
2,0,1,2,7,1,1,1,0,"LessHS",2,"StrongRep",1,1
1,32,2,2,1,2,1,0,32,"HighSchool",2,"StrongDem",2,1
2,31,1,1,6,2,1,1,31,"LessHS",1,"WeakRep",2,1
2,58,3,2,1,3,1,1,58,"SomeCollege",2,"StrongDem",3,1
2,42,4,3,7,3,1,1,42,"CollegePlus",3,"StrongRep",3,1
2,75,2,2,5,3,1,1,75,"HighSchool",2,"IndLeanRep",3,1
2,43,1,0,1,2,1,1,43,"LessHS",0,"StrongDem",2,1
2,57,2,3,7,3,1,1,57,"HighSchool",3,"StrongRep",3,1
2,34,2,4,3,2,1,1,34,"HighSchool",4,"IndLeanDem",2,1
2,59,1,3,2,1,1,1,59,"LessHS",3,"WeakDem",1,1
2,43,1,2,6,1,1,1,43,"LessHS",2,"WeakRep",1,1
2,50,1,1,6,1,1,1,50,"LessHS",1,"WeakRep",1,1
1,35,4,4,4,2,1,0,35,"CollegePlus",4,"Independent",2,1
1,86,1,1,1,2,1,0,86,"LessHS",1,"StrongDem",2,1
2,86,2,2,1,3,1,1,86,"HighSchool",2,"StrongDem",3,1
2,0,1,0,6,1,1,1,0,"LessHS",0,"WeakRep",1,1
2,35,2,2,2,2,1,1,35,"HighSchool",2,"WeakDem",2,1
1,47,1,1,2,1,1,0,47,"LessHS",1,"WeakDem",1,1
2,46,1,3,6,2,1,1,46,"LessHS",3,"WeakRep",2,1
1,21,2,3,1,2,1,0,21,"HighSchool",3,"StrongDem",2,1
1,32,1,1,1,3,1,0,32,"LessHS",1,"StrongDem",3,1
1,39,1,1,2,2,1,0,39,"LessHS",1,"WeakDem",2,1
2,31,2,2,1,3,1,1,31,"HighSchool",2,"StrongDem",3,1
2,39,2,4,6,2,1,1,39,"HighSchool",4,"WeakRep",2,1
2,63,3,5,6,3,1,1,63,"SomeCollege",5,"WeakRep",3,1
2,32,2,4,1,3,1,1,32,"HighSchool",4,"StrongDem",3,1
2,31,2,3,6,3,1,1,31,"HighSchool",3,"WeakRep",3,1
1,43,2,3,1,2,1,0,43,"HighSchool",3,"StrongDem",2,1
2,30,3,4,2,3,1,1,30,"SomeCollege",4,"WeakDem",3,1
2,46,2,1,1,3,1,1,46,"HighSchool",1,"StrongDem",3,1
2,65,1,3,3,1,1,1,65,"LessHS",3,"IndLeanDem",1,1
2,52,1,2,3,1,1,1,52,"LessHS",2,"IndLeanDem",1,1
1,42,2,2,1,3,1,0,42,"HighSchool",2,"StrongDem",3,1
2,74,1,2,1,3,1,1,74,"LessHS",2,"StrongDem",3,1
2,35,2,3,4,2,1,1,35,"HighSchool",3,"Independent",2,1
2,35,3,4,4,3,1,1,35,"SomeCollege",4,"Independent",3,1
2,56,2,4,7,3,1,1,56,"HighSchool",4,"StrongRep",3,1
2,33,2,3,1,1,1,1,33,"HighSchool",3,"StrongDem",1,1
2,27,2,4,2,1,1,1,27,"HighSchool",4,"WeakDem",1,1
1,79,1,1,6,1,1,0,79,"LessHS",1,"WeakRep",1,1
2,23,3,2,2,3,1,1,23,"SomeCollege",2,"WeakDem",3,1
2,74,2,1,1,1,1,1,74,"HighSchool",1,"StrongDem",1,1
2,55,2,4,1,3,1,1,55,"HighSchool",4,"StrongDem",3,1
1,59,3,4,1,3,1,0,59,"SomeCollege",4,"StrongDem",3,1
2,31,3,4,3,2,1,1,31,"SomeCollege",4,"IndLeanDem",2,1
2,33,2,3,1,3,1,1,33,"HighSchool",3,"StrongDem",3,1
2,63,1,3,6,3,1,1,63,"LessHS",3,"WeakRep",3,1
2,34,2,3,2,1,1,1,34,"HighSchool",3,"WeakDem",1,1
1,27,1,1,2,1,1,0,27,"LessHS",1,"WeakDem",1,1
